arg_1	round_1	ann_1	arg_2	round_2	ann_2	annotation_name	is_attacks
They also explore behaviour in much of the available parameter space.			The parameter space is rather large, and only a small subspace is explored in the numerics. This is fine, but it leaves a lot of interesting questions un-addressed. For example, is the transition from broad streams (Figure 4a) to loops (Figure 4d) continuous or are there bifurcations/phase transitions? Can you coarse grain this model to make it analytically tractable? The basic phenomena suggest something like an active shear-thinning uid? This would make it easier to understand the bifurcations in the dynamics and may require fewer parameters. Just something to think about.	1	2	life4030433_perova	0
Round 1: The authors develop and analyze a model for the dynamics of filamentous bacteria gliding in two dimensions.			In this model, the density of cells is assumed to be constant. However, the timescale of the simulations is comparable to the doubling time of many bacteria. Because cell density is found to R6 be important in determining the morphology of communities, I suspect that reproduction is important in understanding the patterns. This point might be worth addressing in the text.	1	2	life4030433_perova	0
However, their parameterization of the bending modulus is not acceptable because it leads to an unreasonably large (0.5 metre) persistence length for a bacterial trichome.			This project would benefit immeasurably from a quantitative comparison to experiments. I understand that this is beyond the scope of this paper, but I strongly encourage future work in this direction.	1	2	life4030433_perova	0
Thus, the length of a filament is not a model parameter.			In the introduction, this project is put into the context of stromatolites. In the discussion/conclusion, I would appreciate to hear the authors thoughts on what this model teaches us about stromatolites. In the current form I am left to conclude only that communities of filamentous bacteria can develop reticulated patterns similar to forms observed in the fossil record. This conclusion does not offer much more than Shepard’s experimental observation of this result. Can we use the details of this model to, for example, estimate the cohesion β of ancient cells? Do these results provide any insight into the identity of stromatolite building cells. As far as I can tell, nothing in this model suggests that photosynthesis (much less oxygenic photosynthesis) is required to form these patterns. It seems that this model shows that polygonal patters are a generic feature of elongated gliding cells and is independent of metabolism. A quick google search produced this video of mat of the sulfur-oxidizing bacteria Beggiatoa spp. http://vimeo.com/57205513 (note: I have no idea of the details of these observations so any similarity may be spurious).	1	2	life4030433_perova	0
The text was revised according to the comments.			As depicted in some of the electron micrographs in Figure 3, the authors describe the presence of thin filaments within the sheaths surrounding the motile filaments. Is it possible that these are in fact type IV pili? How does the structure compare to other published reports of type IV pili?	1	2	life4040819_makarova	0
R4 Because the EM figures are difficult to view within the Word document, we provide a high-quality figure as a supplement.			In Section 3.5, Analysis of Movement of Filaments, the descriptions were confusing at times. For instance Line 253 states “only in some exceptional cases (the straight line in Figure 6D), net displacement was achieved”. Net displacement presumably refers to any final position after a cycle that differs from the starting position. In other words, net displacement would refer to any value other than zero in Figure 6D. All of the points on this graph appear to indicate net displacement, albeit some less than others. Do the authors mean to state that only in a few instances was a large net displacement achieved? Otherwise the authors’ statement does not appear correct. Perhaps using numerical values instead of statements such as “the average velocity was quite limited” would help to clarify.	1	2	life4040819_makarova	0
Additionally, the authors sequenced the genome of this organism and identified homologs to genes conserved among filamentous cyanobacteria that have been demonstrated to be essential for motility in Nostoc punctiforme and may encode for the junctional pore proteins (hps locus) or a chemotaxis system (hmp locus).			The authors observe that the velocity of movement was maximal immediately after a reversal and then declined exponentially until the next reversal. The authors then suggest that this observation is theoretically inconsistent with type IV pili or focal adhesion complexes as the driving force for movement. Are there any available published reports quantifying the motility of organisms using these systems that would corroborate this empirically? In short, has it been demonstrated that bacteria moving by twitching motility or focal adhesion do not show a similar pattern for velocity of movement?	1	2	life4040819_makarova	0
A few major comments can be found below concerning R2 the possible presence of type IV pili in their EM images, some confusion regarding descriptions of motility analysis and others.			The authors state that supracellular structures emerge from unordered motion and are therefore not encoded for genetically. While their model for spiral formation does not require a genetic program for controlling motility, it may not always be the case for other supercellular structures. In other words, it may not always be true that supercellular structures are not genetically determined.	1	2	life4040819_makarova	0
Response: We thank the reviewers for giving us helpful comments.			Line 45—suggest adding “to” before “back-and-forth motion...”	1	2	life4040819_makarova	0
Using TEM, the authors observed junctional pore complexes arrayed at septa, and extending through the cell envelope to the exterior of the cell, and potentially identified basal body complexes at the cytoplasmic face of the inner membrane.			Lines 268 and 269—“(D)” and “(E)” should be bolded to be consistent	1	2	life4040819_makarova	0
Because the EM figures are difficult to view within the Word document, we provide a high-quality figure as a supplement.			Line 287—appears to be missing e-values. The beginning of this sentence indicates 10 genes and then only gives 8 respective e-values for the 10 genes.	1	2	life4040819_makarova	0
Response: We thank the reviewers for giving us helpful comments.			Line 290—do orf303 and orf297 have homology to any characterized proteins? Are they conserved hypotheticals? Is there any indication of the function for these?	1	2	life4040819_makarova	0
Finally, the authors performed a detailed characterization of the motility of individual filaments of the organism by time lapse microscopy providing additional evidence that would appear to support polysaccharide secretion as the driving force for motility, and provide a model for how this motility drives the formation of supercellular structures; in this case, spirals.			Line 415—“single” appears to be formatted differently than the rest of the text	1	2	life4040819_makarova	0
The authors’ conclusions are generally well supported and the electron microscopy provides some of the clearest images to date of the junctional pores.			About 20 years ago it was shown that in order to preserve crucial ultrastructural features of cyanobacterial cell walls, the cells have to be processed using cryo-procedures (Envelope structure of four gliding filamentous cyanobacteria. J. Bacteriol. 1995, 177, 2387–2395). The authors use an outdated and very artifact-laden method to process their samples. This choice is responsible for a number of shortcomings that need to be addressed: The lack of certain features such as the S-layer and the oscillin fibrils in the reported pictures are attributable to the choice of preparation, as they are clearly present in two species of the same genus described in the above cited paper. Moreover, these structures would explain the rotation of the cells that now is somewhat “mysteriously” explained by a helical slime ejection that is not supported by the observed arrangement of the nozzles. Therefore the authors should do the following: Response:	1	2	life4040819_makarova	0
In addition, Figure 3A was replaced by a figure of better contrast.			(a) Clearly spell out in the text why there are no oscillin fibrils and surface structures visible and compare their results with the published results of the cell wall structure of the species of the same genus prepared using cryo-procedures.	1	2	life4040819_makarova	0
Response: We thank the reviewers for giving us helpful comments.			(b) There is no clear distinction in the text between the “sheath” and the secreted “slime” of the cells, which are two completely different structures both physically and chemically (Structural and biochemical analysis of the sheath of Phormidium uncinatum. J. Bacteriol. 1998, 180, 3923– 3932). Figure 1A shows a filament that lacks the “sheath”, while in other pictures the structure is visible. The reason for this is the following: cyanobacteria of the genus Phormidium build over time a carbohydrate layer on their surface that is physically attached to their cell surface, usually called the sheath. Filaments that are ensheathed are non-motile! In contrast, the slime that is secreted by gliding filaments of the same species is not visible in TEM preparations, even when cryo-preservation methods are used (see Figure 1A of the ms and Envelope structure of four gliding filamentous cyanobacteria. J. Bacteriol. 1995, 177, 2387–2395 and Structural and biochemical analysis of the sheath of Phormidium uncinatum. J. Bacteriol. 1998, 180, 3923– 3932). Therefore, the authors should go through their ms and make a careful distinction between these two structures. For example, in the discussion it sounds as if the “sheath” is preventing the R5 cells from sliding, however this is the slime tube that is secreted that is not physically attached to the cell surface at all.	1	2	life4040819_makarova	0
The text was revised according to the comments.			(c) Please omit the description of the basal body part of the junctional pores or provide substantially better pictures. Even after careful inspection of your images, I cannot convince myself of seeing these parts. Moreover, in cryo-preserved and freeze-fractured cells there are no such structures visible. That does not mean that they don’t exist, it may only mean that none of the so far used preservation methods reveals these structures.	1	2	life4040819_makarova	0
Using TEM, the authors observed junctional pore complexes arrayed at septa, and extending through the cell envelope to the exterior of the cell, and potentially identified basal body complexes at the cytoplasmic face of the inner membrane.			(d) Please omit the description about helical tilted junctional pores. These structures are clearly not arranged in this way and the reasons for rotation are the unfortunately not-preserved surface structures mentioned above.	1	2	life4040819_makarova	0
A model is presented to describe how the rotation of the filament causes left-handed sliding for the portion of the filament not encased in a slime sheath, which leads to formation of counter-clockwise spirals, the predominant macroscopic feature of colonies noted.			Results section headings and figure captions should be phrased as conclusions, supported by the data presented, when appropriate (can be a minor change, for example 3.2 could be titled, “Phormidium colonies form divergent structures,” or larger, for example 3.5 could be titled, “Individual filaments undergo directional reversals, with maximum velocity immediately following a reversal.”	1	2	life4040819_makarova	0
The observations and models are consistent with previously published work on motility of various cyanobacteria and provide new insights into the mechanics of motility of cyanobacteria that are interesting.			In the discussion there are further points that need to be addressed: (a) Please clarify the source of the helical flow of the slime, which is most likely due to the presence of the not-preserved helically arranged cell surface proteins not the arrangement or tilt of the junctional pores.	1	2	life4040819_makarova	0
Additionally, the authors sequenced the genome of this organism and identified homologs to genes conserved among filamentous cyanobacteria that have been demonstrated to be essential for motility in Nostoc punctiforme and may encode for the junctional pore proteins (hps locus) or a chemotaxis system (hmp locus).			(b) In the model that describes the potential activity of the junctional pores (How myxobacteria glide. Curr. Biol. 2002, 12, 369–377) it is not suggested that the nozzle actually “contracts” as mentioned in the ms. The swelling of the slime material in the nozzle fills the nozzle and eventually will generate a counter-force of the nozzle walls of the nozzle that results in the ejection of the slime. Please rephrase the text accordingly.	1	2	life4040819_makarova	0
Additionally, the authors sequenced the genome of this organism and identified homologs to genes conserved among filamentous cyanobacteria that have been demonstrated to be essential for motility in Nostoc punctiforme and may encode for the junctional pore proteins (hps locus) or a chemotaxis system (hmp locus).			(c) When the cells form spirals, there are two components to this process: the formation of spirals and their macroscopic sense of rotation: clock- or counterclockwise. In the discussion it is assumed that the rotation of the filaments is crucial for both of these components. If this would be true, then no spirals should be observed in non-rotating filamentous gliding cyanobacteria. However, this is not the case. Anabaena spec. a non-rotating species can generate spirals (see Figure X; Mucilage secretion and the movements of blue-green-algae. Protoplasm 1968, 65, 223–238). This means that the sense of rotation may only be responsible for the direction of the spiral but not for its emergence in the first place. It would be good if the authors would distinguish between these two phenomena and discuss them accordingly.	1	2	life4040819_makarova	0
Within the text, corrected words are highlighted.			(d) In Lines 309–315: References 17 and 22 are accurately described, however these models relate to gliding in Myxobacteria, a distinction not noted in the text. Thus, comparisons between these models (including the focal adhesion model) and the current model are only valid if the mechanism of motility in these microorganisms is the same. The authors should (briefly) explain their reasoning on the validity of comparing these two systems, and the implications of their findings to motility in Myxobacteria.	1	2	life4040819_makarova	0
The authors demonstrate the presence of putative junctional pores by electron microscopy and other ultrastructural data that would appear to support polysaccharide secretion as the driving force for motility in this organism.			Lines 94–95: Is it standard to sequence an entire genome, but only deposit several clusters, or should the entire genome be accessible to allow other researchers access to this source?	1	2	life4040819_makarova	0
By characterizing motility of colonies, as well as single-filament motility of short filaments, the authors find that increasing the agar concentration of the media results in smaller colonies, and slower individual filament movement.			Lines 227–230: The interpretation of the counterclockwise spirals here is somewhat distracting. It can be left as an observation here, and the model explained later.	1	2	life4040819_makarova	0
Overall, this study presents observations related to slime-mediated motility on multiple scales (molecular, single-filament and colony), and integrates these findings into a coherent model for the relationship between the cellular organization and the behavior of the colony.			Lines 316–317: This model for slime secretion suggests that rather than slime being comprised of a single, long, polysaccharide, it is made of smaller subunits that are secreted in a step-wise fashion. The authors should connect this idea to the finding that pseudopilins appear to be part of the molecular machinery, as the model and the data are coherent on this point.	1	2	life4040819_makarova	0
This study is our new exploration into a new field, and the comments from different fields help us to revise our manuscript.			A few major comments can be found below concerning R2 the possible presence of type IV pili in their EM images, some confusion regarding descriptions of motility analysis and others.	1	2	life4040819_perova	0
By characterizing motility of colonies, as well as single-filament motility of short filaments, the authors find that increasing the agar concentration of the media results in smaller colonies, and slower individual filament movement.			As depicted in some of the electron micrographs in Figure 3, the authors describe the presence of thin filaments within the sheaths surrounding the motile filaments. Is it possible that these are in fact type IV pili? How does the structure compare to other published reports of type IV pili?	1	2	life4040819_perova	0
(3) In the discussion there are further points that need to be addressed: (a)			In Section 3.5, Analysis of Movement of Filaments, the descriptions were confusing at times. For instance Line 253 states “only in some exceptional cases (the straight line in Figure 6D), net displacement was achieved”. Net displacement presumably refers to any final position after a cycle that differs from the starting position. In other words, net displacement would refer to any value other than zero in Figure 6D. All of the points on this graph appear to indicate net displacement, albeit some less than others. Do the authors mean to state that only in a few instances was a large net displacement achieved? Otherwise the authors’ statement does not appear correct. Perhaps using numerical values instead of statements such as “the average velocity was quite limited” would help to clarify.	1	2	life4040819_perova	0
In particular, the appearance of bulges in the extracellular sheath adjacent to the site of the junctional pores appears to be consistent with this mode of motility.			The authors observe that the velocity of movement was maximal immediately after a reversal and then declined exponentially until the next reversal. The authors then suggest that this observation is theoretically inconsistent with type IV pili or focal adhesion complexes as the driving force for movement. Are there any available published reports quantifying the motility of organisms using these systems that would corroborate this empirically? In short, has it been demonstrated that bacteria moving by twitching motility or focal adhesion do not show a similar pattern for velocity of movement?	1	2	life4040819_perova	0
Overall, this study presents observations related to slime-mediated motility on multiple scales (molecular, single-filament and colony), and integrates these findings into a coherent model for the relationship between the cellular organization and the behavior of the colony.			The authors state that supracellular structures emerge from unordered motion and are therefore not encoded for genetically. While their model for spiral formation does not require a genetic program for controlling motility, it may not always be the case for other supercellular structures. In other words, it may not always be true that supercellular structures are not genetically determined.	1	2	life4040819_perova	0
Overall, this study presents observations related to slime-mediated motility on multiple scales (molecular, single-filament and colony), and integrates these findings into a coherent model for the relationship between the cellular organization and the behavior of the colony.			Line 45—suggest adding “to” before “back-and-forth motion...”	1	2	life4040819_perova	0
Additionally, the authors sequenced the genome of this organism and identified homologs to genes conserved among filamentous cyanobacteria that have been demonstrated to be essential for motility in Nostoc punctiforme and may encode for the junctional pore proteins (hps locus) or a chemotaxis system (hmp locus).			Lines 268 and 269—“(D)” and “(E)” should be bolded to be consistent	1	2	life4040819_perova	0
R4 Because the EM figures are difficult to view within the Word document, we provide a high-quality figure as a supplement.			Line 287—appears to be missing e-values. The beginning of this sentence indicates 10 genes and then only gives 8 respective e-values for the 10 genes.	1	2	life4040819_perova	0
In particular, the appearance of bulges in the extracellular sheath adjacent to the site of the junctional pores appears to be consistent with this mode of motility.			Line 290—do orf303 and orf297 have homology to any characterized proteins? Are they conserved hypotheticals? Is there any indication of the function for these?	1	2	life4040819_perova	0
R4 Because the EM figures are difficult to view within the Word document, we provide a high-quality figure as a supplement.			Line 415—“single” appears to be formatted differently than the rest of the text	1	2	life4040819_perova	0
By characterizing motility of colonies, as well as single-filament motility of short filaments, the authors find that increasing the agar concentration of the media results in smaller colonies, and slower individual filament movement.			About 20 years ago it was shown that in order to preserve crucial ultrastructural features of cyanobacterial cell walls, the cells have to be processed using cryo-procedures (Envelope structure of four gliding filamentous cyanobacteria. J. Bacteriol. 1995, 177, 2387–2395). The authors use an outdated and very artifact-laden method to process their samples. This choice is responsible for a number of shortcomings that need to be addressed: The lack of certain features such as the S-layer and the oscillin fibrils in the reported pictures are attributable to the choice of preparation, as they are clearly present in two species of the same genus described in the above cited paper. Moreover, these structures would explain the rotation of the cells that now is somewhat “mysteriously” explained by a helical slime ejection that is not supported by the observed arrangement of the nozzles. Therefore the authors should do the following: Response:	1	2	life4040819_perova	0
Round 1: and Author Response The manuscript “Cellular dynamics drives emergence of supracellular structure in the cyanobacterium Phormidium sp.			Clearly spell out in the text why there are no oscillin fibrils and surface structures visible and compare their results with the published results of the cell wall structure of the species of the same genus prepared using cryo-procedures.	1	2	life4040819_perova	0
Within the text, corrected words are highlighted.			The quality of Figure 1A was rather bad. The contrast was corrected and a new figure was inserted. In the new Figure 1A, the sheath is quite visible. The quality of EM figure is very low as embedded in an MS word file. We provide a better quality figure as supplemental Figure S1. The use of “sheath” is therefore correct in the paragraph describing the figure. In the model, the word “sliding” was not understood in the sense in which we wanted it to be. This is lateral sliding that provokes curvature of the filament. This point was clarified in the text.	1	2	life4040819_perova	0
ISSN 2075-1729 www.mdpi.com/journal/life Peer-Review Record: Cellular Dynamics Drives Emergence of Supracellular Structure in the Cyanobacterium Phormidium sp.			Please omit the description of the basal body part of the junctional pores or provide substantially better pictures. Even after careful inspection of your images, I cannot convince myself of seeing these parts. Moreover, in cryo-preserved and freeze-fractured cells there are no such structures visible. That does not mean that they don’t exist, it may only mean that none of the so far used preservation methods reveals these structures.	1	2	life4040819_perova	0
Additionally, individual filaments were found to undergo polarity reversals, and the maximum velocity was observed immediately following the reversal.			Please omit the description about helical tilted junctional pores. These structures are clearly not arranged in this way and the reasons for rotation are the unfortunately not-preserved surface structures mentioned above.	1	2	life4040819_perova	0
The authors demonstrate the presence of putative junctional pores by electron microscopy and other ultrastructural data that would appear to support polysaccharide secretion as the driving force for motility in this organism.			Results section headings and figure captions should be phrased as conclusions, supported by the data presented, when appropriate (can be a minor change, for example 3.2 could be titled, “Phormidium colonies form divergent structures,” or larger, for example 3.5 could be titled, “Individual filaments undergo directional reversals, with maximum velocity immediately following a reversal.”	1	2	life4040819_perova	0
The contribution of motility to the formation of supracellular structure is generally an area of research regarding cyanobacteria that has been overlooked.			Please clarify the source of the helical flow of the slime, which is most likely due to the presence of the not-preserved helically arranged cell surface proteins not the arrangement or tilt of the junctional pores.	1	2	life4040819_perova	0
This study is our new exploration into a new field, and the comments from different fields help us to revise our manuscript.			In the model that describes the potential activity of the junctional pores (How myxobacteria glide. Curr. Biol. 2002, 12, 369–377) it is not suggested that the nozzle actually “contracts” as mentioned in the ms. The swelling of the slime material in the nozzle fills the nozzle and eventually will generate a counter-force of the nozzle walls of the nozzle that results in the ejection of the slime. Please rephrase the text accordingly.	1	2	life4040819_perova	0
The authors demonstrate the presence of putative junctional pores by electron microscopy and other ultrastructural data that would appear to support polysaccharide secretion as the driving force for motility in this organism.			When the cells form spirals, there are two components to this process: the formation of spirals and their macroscopic sense of rotation: clock- or counterclockwise. In the discussion it is assumed that the rotation of the filaments is crucial for both of these components. If this would be true, then no spirals should be observed in non-rotating filamentous gliding cyanobacteria. However, this is not the case. Anabaena spec. a non-rotating species can generate spirals (see Figure X; Mucilage secretion and the movements of blue-green-algae. Protoplasm 1968, 65, 223–238). This means that the sense of rotation may only be responsible for the direction of the spiral but not for its emergence in the first place. It would be good if the authors would distinguish between these two phenomena and discuss them accordingly.	1	2	life4040819_perova	0
Finally, the authors performed a detailed characterization of the motility of individual filaments of the organism by time lapse microscopy providing additional evidence that would appear to support polysaccharide secretion as the driving force for motility, and provide a model for how this motility drives the formation of supercellular structures; in this case, spirals.			In Lines 309–315: References 17 and 22 are accurately described, however these models relate to gliding in Myxobacteria, a distinction not noted in the text. Thus, comparisons between these models (including the focal adhesion model) and the current model are only valid if the mechanism of motility in these microorganisms is the same. The authors should (briefly) explain their reasoning on the validity of comparing these two systems, and the implications of their findings to motility in Myxobacteria.	1	2	life4040819_perova	0
R3 Minor comments The addition of a time stamp to the supplemental movies would be useful 			Lines 94–95: Is it standard to sequence an entire genome, but only deposit several clusters, or should the entire genome be accessible to allow other researchers access to this source?	1	2	life4040819_perova	0
Overall, this study presents observations related to slime-mediated motility on multiple scales (molecular, single-filament and colony), and integrates these findings into a coherent model for the relationship between the cellular organization and the behavior of the colony.			Lines 227–230: The interpretation of the counterclockwise spirals here is somewhat distracting. It can be left as an observation here, and the model explained later.	1	2	life4040819_perova	0
The text was revised according to the comments.			Lines 316–317: This model for slime secretion suggests that rather than slime being comprised of a single, long, polysaccharide, it is made of smaller subunits that are secreted in a step-wise fashion. The authors should connect this idea to the finding that pseudopilins appear to be part of the molecular machinery, as the model and the data are coherent on this point.	1	2	life4040819_perova	0
I have only a few comments, which might improve the manuscript.			Section 1. The place of RNA in LUCA (page 2): In search of features that are more conserved (carrying deep phylogenetic memory) than the sequence of genes, Wächtershäuser focuses on a paper of his in Systematic and Applied Microbiology (1998) that uses gene content and order of microbial genomes to make inferences about the last universal common ancestor (LUCA) of cellular life. He then mines the significance of some of the conserved chromosomal segments in light of some other evidence. The exercise is at places compelling, but forgets some recent, very global and exhaustive analyses that also use highly conserved biological features to reconstruct the makeup of LUCA (e.g., gene order, 3D molecular structure, molecular functions). See for example PubMed references PMID: 17370266, PMID: 21612591, and PMID: 17908824, which are in line with some conclusions derived from the alignment of Figure 1. The fact that these other analyses make use of hundreds of genomes to infer the ancient biochemistry of LUCA complements and strengthens the preliminary and fragmentary analysis of only 19 of them by the author, which also excludes eukaryotic genomes from the set (understandably, few sequenced genomes were available in 1998, and eukaryotes are in general “master rearrangers”).	1	2	life4041050_makarova	0
In light of recent research developments and argumentation (some of it reviewed), his views should be considered a welcome addition to the many ideas that populate the “origin of life” field of inquiry that counter the dominant paradigm.			Given my interest in the bioinformatics of gene content and order, I took the liberty of studying the brief Systematic & Applied Microbiology paper to check the validity of the “reconstruction” methods of Figure 1. The algorithmic implementation that is described is quite raw and does not extract important information that is embedded in the clusters of conserved gene segments. Important algorithms have been devised since the initial work of Sankoff in the sixties and seventies to do exactly that. I refer to the work of Pevzner, Tesler and Bourque as good examples, but also of Warnow. I also recommend visiting GRIMM (http://grimm.ucsd.edu/GRIMM/) and perhaps using the server to confirm or extract additional information from the alignments that are summarized in Figure 1. The Wächtershäuser algorithm makes use of conserved elements of gene content and order but discards information provided by the actual rearrangement operations that erase gene order history. The algorithm does not describe how gene homology was detected, how the limited set of genes was selected, and how the alignments were constructed (I imagine by hand). It is not clear if a guiding tree was used in the alignment (though this is mentioned in Line 65), since this is not made explicit in the 1998 publication. An alignment implies a tree but usually alignment algorithms are greedy and problematic and represent the most important limiting step of a phylogeny (the field is thus moving to the joint alignment and tree reconstruction). Therefore, I do not think the ancestors were properly reconstructed (the tracing of features in ancestor nodes of trees are not described, nor the actual trees). Regardless of all of these limitations, the tight conservation of certain segments is enough to show the existence of a core of ribosomal proteins that is universally present in cellular organisms. This in itself is valuable. Of course, a sample of 19 microbes may not be enough to encompass molecular diversity and the absence of Eukarya may also be problematic for any global evolutionary statement. In other words, the risks of sampling bias are clearly present and should be mentioned in the manuscript.	1	2	life4041050_makarova	0
He reviews some of his previous work and presents an alternative to the dominant ‘Ancient RNA world’ hypothesis.			The list of common genes in the alignment of Table 1 is enriched in small and large subunit ribosomal proteins that are the most ancient of the ribosomal set, according to the Caetano-Anolles theorem that is mentioned later in the manuscript. Interestingly, the most ancient of them are clustered toward the 5’ end of the genomic sequences that were aligned (S12, S17, S5, S4 and L2, L3 and L24). Could this imply a possible ancient segmental duplication? Also interesting is the placement of the most ancient ribosomal protein S12 between exactly two polymerase (beta and beta prime) and elongation factor (entry and translocation) genes (separated by single and much more derived ribosomal proteins). Could this be an ancient memory of the ribosome mediating translation and replication? A commentary would enhance the value of the section.	1	2	life4041050_makarova	0
He reviews some of his previous work and presents an alternative to the dominant ‘Ancient RNA world’ hypothesis.			In terms of the genome organization of LUCA (Line 105), there are numerous arguments in favor of an RNA ancestral genome and the late unfolding of DNA as genetic repository (perhaps through viruses). I cannot understand how 2'-hydroxy groups could destabilize the molecule and lead to “intramolecular self-destruction” (Line 107). RNA has the wonderful property of folding in search of energetic and kinetic minima. These processes make use of a frustrated landscape, which is powerful in terms of its biological potential (stability, function, information). It is much more versatile than the rigid DNA alternative, which is enriched in the ‘information’ capacity. None of them have “self destruction” properties, which would have been weeded out by selection and self-organization very early in “chemical” evolution. In turn, everything about LUCA should be considered quite modern and far away from an initial FeS world. I refer to the work of Daniel Lundin and colleagues in Sweden about the rather late rise of some structures of the ribonuceotide reductase enzymes needed to built the DNA polymers. The Maurel theorem stands if one thinks of single genome molecules. But what if there were many short RNA genomes, as anticipated by Woese, each perhaps linked to different and ancient tRNA-like cofactors? As the author mentions, LUCA is contemporary to a rather complex biochemistry, with numerous structures harboring a multitude of active and allosteric sites in proteins, most of which drive central enzymatic functions.	1	2	life4041050_makarova	0
He reviews some of his previous work and presents an alternative to the dominant ‘Ancient RNA world’ hypothesis.			In Line 114, the role of chromosomal rearrangement in evolution is not well described. What are the effects of genome rearrangements? Several scenarios are possible, including: (1) Genes remain linked R4 probably because it is more efficient to transcribe genes that produce interacting proteins (part of complexes) than those that are not; (2) Genes remain linked if they are of relatively recent origin (rearrangement has not had the change to split them apart); (3) Genes remain linked if they are part of functional groups historically united by genomic regions (encoding metabolic functions or rRNA? ); this includes genes sharing an operon structure for economy purposes in highly reduced organisms such as bacteria; (4) Genes remain linked because they originated when genomic rearrangements were not biochemically motivated and their sequence makeup was later refractory to rearrangement hotspots. There is a rich literature about rearrangement, hotspots and many processes related to these (including domain organization in proteins). Some discussion in this front could be clarifying.	1	2	life4041050_makarova	0
In light of recent research developments and argumentation (some of it reviewed), his views should be considered a welcome addition to the many ideas that populate the “origin of life” field of inquiry that counter the dominant paradigm.			In relation to comments of Line 188 onwards, Di Giulio, Caetano-Anolles and others have suggested that the genetic code started to unfold prior to LUCA but continue to do so once life diversified. The corollary, is that the complete canonical set of amino acids may have not been encoded in LUCA. In terms of metabolic and biochemical competency, there are numerous and interesting studies, which have not been cited (especially in origins and evolution of modern metabolism). This includes the coevolution theory of the genetic code, the coexistence of prebiotic chemistries with modern metabolic reactions (recently studied for nucleotide metabolism), and theories about the origin of translation.	1	2	life4041050_makarova	0
The article demonstrates that the iron-sulfur surface metabolism theory at high temperatures has a much better explanatory power than the RNA World theory.			Section 2: Thermal course of evolution (Page 6): Why a focus on thermal energy? The framework should be on thermodynamics, energy dissipation and information, all of which are linked. What is thermally upward or downward adaptation? Is it conquering niches on Earth or a process involving molecular makeup? Vocabulary and definitions are murky, especially related to the links of environmental thermal fluctuations, energy of folding and stability of polymers. Subsection (1) must be rewritten to help the reader understand the ideas. Should all adaptations comply with maximizing energy R5 dissipation? How can this be reconciled with upward and downward trends? No references are provided despite the rich literature underscoring the controversial link between physics, information theory and biology. If the focus is conquering planetary niches, then perhaps reference the contrasting views and some of their proponents (deep sea versus surface; thermophilic versus mesophilic, etc.). Further elaboration of the Wolfenden theorem appears relevant and its connections to what is known about the origin and evolution of metabolism also of importance.	1	2	life4041050_makarova	0
I have however a number of quibbles that if addressed could increase the accuracy, value and impact of the manuscript.			Section 5. Place of RNA in the origin and early evolution of translation/Pre-translational coding of peptides. The view that is presented in this crucial segment posits a pre-translational mechanism (side-by-side tRNA mediated coding) that very much resembles the ribosomal entropic system, which could be very advanced. What if the pre-translational coding was assembly line-like and mediated by the aminoacyl-tRNA synthetases themselves? See PMID: 23991065 for one such alternative and a related previous model (PMID: 22210458). This would also match commentary of a possible early origin of non-ribosomal peptide synthesis machinery compared to that of the ribosome.	1	2	life4041050_makarova	0
He reviews some of his previous work and presents an alternative to the dominant ‘Ancient RNA world’ hypothesis.			Section 9. General overview. While the grand finale “Nothing in evolution makes sense except in the light of chemical predetermination” is impressive and summarizes the championing work of the author, chemical predetermination may apply to the very early stages of evolution and not to many of the stages described in the manuscript. How much chemical predetermination can there be with polymers as these explore a minute fraction of the space they make possible? In the enthalpic-entropic gradient that is proposed, there is also a gradient from “predetermination” to historical contingency. The boundaries of such a gradient is murky and the final statement may not apply to much of modern biochemistry, once proteins start to achieve stable complex structure and much earlier that the time of LUCA. In fact, the genome rearrangements that underlie Figure 1 are testament to the historical contingencies that were already at play in LUCA and not to chemical predetermination.	1	2	life4041050_makarova	0
I have only a few comments, which might improve the manuscript.			Line 406. “LUCA protein cycle”. Why bring LUCA to a link with the proposed “protein cycle”. LUCA is just the last of a chain of ancestor of diversified life. If the protein cycle requires a coupling of the enthalpic activation of amino acids and the entropic biosynthetic action of a primordial ribosome, then perhaps it is better to call it “ribocellular protein cycle”, since this coupling marks the start of modern cells, not necessarily “modern diversified cells” (i.e., LUCA).	1	2	life4041050_makarova	0
I must note that a careful evaluation of all facets requires expertise in a multitude of disciplines (from prebiotic chemistry and structural biology to evolutionary bioinformatics and biochemistry) and considerable time, none of which I possess.			Please explain what do you mean with Kandler, Wolfenden etc. Theorem. Is a theorem Kandler’s theory or proposal?	1	2	life4041050_makarova	0
Round 1: and Author Response The manuscript comprises an exciting account on the origin of life with emphasis on the emergence and function of RNA.			Line 716: The biosyntheses of His and Trp are not so closely related. They only have in common that they use phosphoribosediphosphate as substrate and therefore share two related enzymes.	1	2	life4041050_makarova	0
I have however a number of quibbles that if addressed could increase the accuracy, value and impact of the manuscript.			In the iron sulfur world the surface metabolism prevents the diffusion of the fixed products into the ocean. But without compartmentation soluble intermediates would escape. Furthermore, the establishment of early bioenergetics based on electrochemical Na+ gradients would have been impossible.	1	2	life4041050_makarova	0
